recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent,name_simplified,category
101,PHARMACY,17TH STREET APOTHECARY INC.,,"11 EAST 17TH ST. NEW YORK, NY 10003-0000",20760,1990-12-19,,2004-11-10,DISCONTINUED,,,,,False,1.0,1.0,40.73762,-73.99126,"11 E 17th St, New York, NY 10003, United States",11,E 17th St,Flatiron District,New York,10003.0,New York,NY,USA,1,10003,17TH,True,17TH STREET APOTHECARY INC,INDEPENDENT
102,PHARMACY,18 PHARMACY INC,MCP RX,"89 BOWERY NEW YORK, NY 10002-0000",34670,2016-06-07,2022-06-01,2025-05-31,,60182.0,,,,True,1.0,1.0,40.71693,-73.99519,"89 Bowery, New York, NY 10002, United States",89,Bowery,Chinatown,New York,10002.0,New York,NY,USA,1,10002,18,True,18 PHARMACY INC,INDEPENDENT
103,PHARMACY,181 PHARMACY INC.,TULSI PHARMACY,"565 W. 181 ST. ST. NEW YORK, NY 10033-0000",25953,2003-05-21,2022-06-01,2025-05-31,,44762.0,,,,True,1.0,1.0,40.84902,-73.9327,"565 W 181st St, New York, NY 10033, United States",565,W 181st St,Washington Heights North,New York,10033.0,New York,NY,USA,1,10033,181,True,181 PHARMACY INC,INDEPENDENT
104,PHARMACY,18217 RX INC,DI PHARMACY,"182-17 JAMAICA AVE. JAMAICA, NY 11423-0000",38197,2020-08-04,2020-08-04,2021-10-14,TRANSFER,,,39080,HEALTH AID RX PHARMACY INC/ DI PHARMACY,False,1.0,1.0,40.7091,-73.77851,"182-17 Jamaica Ave, Hollis, NY 11423, United States",182-17,Jamaica Ave,Jamaica,Hollis,11423.0,Queens,NY,USA,1,11423,18217,True,18217 RX INC,INDEPENDENT
105,PHARMACY,184 WELL CARE PHARMACY INC.,WELLCARE PHARMACY,"70 EAST 184TH ST. BRONX, NY 10468-0000",33547,2015-07-01,2015-07-01,2017-08-23,TRANSFER,,,35563,HOPE PHARMACY INC/ WELL CARE PHARMACY,False,1.0,1.0,40.86,-73.90113,"70 E 184th St, Bronx, NY 10468, United States",70,E 184th St,Fordham South,Bronx,10468.0,Bronx,NY,USA,1,10468,184,True,184 WELL CARE PHARMACY INC,INDEPENDENT
106,PHARMACY,184TH ST. PHARMACY CORP.,,"2387 MORRIS AVENUE BRONX, NY 10468-6515",31663,2013-01-31,2013-01-31,2015-12-31,DISCONTINUED,,,,,False,1.0,1.0,40.86025,-73.90077,"2387 Morris Ave, Bronx, NY 10468, United States",2387,Morris Ave,Fordham South,Bronx,10468.0,Bronx,NY,USA,1,10468,184TH,True,184TH ST PHARMACY CORP,INDEPENDENT
107,PHARMACY,1875 LEXINGTON AVENUE CORP. OF NEW YORK,,"279 MAIN STREET SUITE 103 NEW PALTZ, NY 12561-1623",37007,2019-02-13,2019-02-13,2020-10-29,TRANSFER,,,,,False,1.0,1.0,41.742,-74.06729,"279 Main St, New Paltz, NY 12561, United States",279,Main St,,New Paltz,12561.0,Ulster,NY,USA,1,12561,1875,True,1875 LEXINGTON AVENUE CORP OF NEW YORK,INDEPENDENT
108,PHARMACY,1875 LEXINGTON AVENUE CORP. OF NEW YORK,QUICK RX,"C/O PHARMACY 1875 LEXINGTON AVENUE NEW YORK, NY 10035-0000",28368,2007-05-02,2016-05-01,2018-08-13,DISCONTINUED,,,,,False,1.0,1.0,40.79912,-73.94108,"1875 Lexington Ave, New York, NY 10035, United States",1875,Lexington Ave,East Harlem,New York,10035.0,New York,NY,USA,1,10035,1875,True,1875 LEXINGTON AVENUE CORP OF NEW YORK,HEALTHCARE
109,PHARMACY,1875 LEXINGTON AVENUE LLC OF NYS,QUICK RX,"279 MAIN ST. SUITE 103 NEW PALTZ, NY 12561-1623",38230,2020-10-29,2020-10-29,2023-09-30,,,,,,True,1.0,1.0,41.742,-74.06729,"279 Main St, New Paltz, NY 12561, United States",279,Main St,,New Paltz,12561.0,Ulster,NY,USA,1,12561,1875,True,1875 LEXINGTON AVENUE LLC OF NYS,INDEPENDENT
111,PHARMACY,18TH AVE. PHARMACY CORP.,,"5411 18TH AVE. BROOKLYN, NY 11204-0000",25629,2003-03-14,2016-04-01,2016-05-20,TRANSFER,,,34509,SERVAID PHARMACY INC./ 18TH AVE PHARMACY,False,1.0,1.0,40.62512,-73.98396,"5411 18th Ave, Brooklyn, NY 11204, United States",5411,18th Ave,Mapleton,Brooklyn,11204.0,Kings,NY,USA,1,11204,18TH,True,18TH AVE PHARMACY CORP,INDEPENDENT
112,PHARMACY,"18TH AVENUE DRUG STORE, INC.",RX WORLD PHARMACY,"8110 18TH AVENUE BROOKLYN, NY 11214-0000",27708,2006-04-04,2009-04-01,2011-08-02,DISCONTINUED,,,,,False,1.0,1.0,40.6098043,-73.9998239,"8110 18th Ave, Brooklyn, NY 11214, United States",8110,18th Ave,Bensonhurst,Brooklyn,11214.0,Kings,NY,USA,1,11214,18TH,True,18TH AVENUE DRUG STORE INC,INDEPENDENT
115,PHARMACY,1951 FLATBUSH AVENUE PHARMACY CORP.,BERKELEY PHARMACY,"1951 FLATBUSH AVE. BROOKLYN, NY 11234-0000",16936,1980-11-01,2007-12-01,2009-01-09,TRANSFER,,,29258,BERKELEY DRUGS INC./ BERKELEY DRUGS,False,1.0,1.0,40.62236,-73.93615,"1951 Flatbush Ave, Brooklyn, NY 11234, United States",1951,Flatbush Ave,Flatlands,Brooklyn,11234.0,Kings,NY,USA,1,11234,1951,True,1951 FLATBUSH AVENUE PHARMACY CORP,INDEPENDENT
116,PHARMACY,1ST BRONXCARE PHARMACY INC.,,"438 E. 149TH STREET BRONX, NY 10455-0000",32975,2014-12-08,2014-12-08,2017-04-13,TRANSFER,,,35284,SERVAID CORP./ 1ST BRONXCARE PHARMACY,False,1.0,1.0,40.81522,-73.91604,"438 E 149th St, Bronx, NY 10455, United States",438,E 149th St,Port Morris,Bronx,10455.0,Bronx,NY,USA,1,10455,1ST,True,1ST BRONXCARE PHARMACY INC,INDEPENDENT
117,PHARMACY,2 D CHEMISTS INC.,MID-VILLAGE PHARMACY,"51 BROADWAY GREENLAWN, NY 11740-0000",15909,1977-08-22,2010-09-01,2011-05-23,TRANSFER,,,30734,GREENLAWN PHARMACY INC./ MID VILLAGE PHARMACY,False,1.0,1.0,40.86968,-73.3657,"51 Broadway, Greenlawn, NY 11740, United States",51,Broadway,Greenlawn,Greenlawn,11740.0,Suffolk,NY,USA,1,11740,2,True,2 D CHEMISTS INC,INDEPENDENT
118,PHARMACY,"200 BASSETT ROAD OPERATING COMPANY, LLC.",,"200 BASSETT ROAD WILLIAMSVILLE, NY 14221-2639",31932,2013-08-06,2019-08-01,2022-07-31,,56013.0,,,,True,1.0,1.0,42.99702,-78.73097,"200 Bassett Rd, Buffalo, NY 14221, United States",200,Bassett Rd,,Buffalo,14221.0,Erie,NY,USA,1,14221,200,True,200 BASSETT ROAD OPERATING COMPANY LLC,INDEPENDENT
119,PHARMACY,2000 NINOS INC.,2000 NINOS PHARMACY,"3663 BROADWAY NEW YORK, NY 10031-0000",31805,2013-03-13,2016-03-01,2016-07-27,TRANSFER,,,34130,BHOLE PHARMACY INC./ 2000 NINOS PHARMACY,False,1.0,1.0,40.83046,-73.94783,"3663 Broadway, New York, NY 10031, United States",3663,Broadway,Harlem,New York,10031.0,New York,NY,USA,1,10031,2000,True,2000 NINOS INC,INDEPENDENT
120,PHARMACY,2000 NINOS PHARMACY INC.,,"3663 BROADWAY NEW YORK, NY 10031-0000",22880,1996-06-18,2010-07-01,2013-03-13,TRANSFER,,,31805,2000 NINOS INC./ 2000 NINOS PHARMACY,False,1.0,1.0,40.83046,-73.94783,"3663 Broadway, New York, NY 10031, United States",3663,Broadway,Harlem,New York,10031.0,New York,NY,USA,1,10031,2000,True,2000 NINOS PHARMACY INC,INDEPENDENT
121,PHARMACY,2001 BATH AVE PHARMACY INC.,FAMILY PHARMACY,"2001 BATH AVE BROOKLYN, NY 11214-0000",27339,2005-07-06,2005-07-06,2007-10-04,TRANSFER,,,28360,SHIFA PHARMACY INC.,False,1.0,1.0,40.60134,-74.00114,"2001 Bath Ave, Brooklyn, NY 11214, United States",2001,Bath Ave,Bath Beach,Brooklyn,11214.0,Kings,NY,USA,1,11214,2001,True,2001 BATH AVE PHARMACY INC,INDEPENDENT
122,PHARMACY,"2027 ALICO PHARMACY, CORP.",ALICO PHARMACY,"2027 JEROME AVE BRONX, NY 10453-0000",28927,2008-07-10,2020-07-01,2023-06-30,,56572.0,,,,True,1.0,1.0,40.85349,-73.90792,"2027 Jerome Ave, Bronx, NY 10453, United States",2027,Jerome Ave,University Heights-Morris Heights,Bronx,10453.0,Bronx,NY,USA,1,10453,2027,True,2027 ALICO PHARMACY CORP,INDEPENDENT
124,PHARMACY,2070 PHARMACY CORP.,TU SALUD PHARMACY,"2070A JEROME AVENUE BRONX, NY 10453-1817",34610,2016-05-25,2016-05-25,2018-10-23,DISCONTINUED,,,,,False,1.0,1.0,40.85432,-73.90666,"2070 Jerome Ave, Bronx, NY 10453, United States",2070,Jerome Ave,Mount Hope,Bronx,10453.0,Bronx,NY,USA,1,10453,2070,True,2070 PHARMACY CORP,INDEPENDENT
126,PHARMACY,21 AVE PHARMACY & MEDICAL SUPPLY INC.,,"8511 21ST AVE BROOKLYN, NY 11214-0000",28463,2007-07-27,2022-07-01,2025-06-30,,60864.0,,,,True,1.0,1.0,40.60354,-73.99557,"8511 21st Ave, Brooklyn, NY 11214, United States",8511,21st Ave,Bensonhurst,Brooklyn,11214.0,Kings,NY,USA,1,11214,21,True,21 AVE PHARMACY & MEDICAL SUPPLY INC,INDEPENDENT
129,PHARMACY,2101 CHURCH & FLATBUSH PHARMACY LLC,THRIFTWAY PHARMACY SUPER CENTER,"C/O PHARMACY 2101 CHURCH AVE. BROOKLYN, NY 11226-0000",26566,2004-07-28,2004-07-28,2005-07-25,DISCONTINUED,,,,,False,1.0,1.0,40.65041,-73.9593,"2101 Church Ave, Brooklyn, NY 11226, United States",2101,Church Ave,Flatbush-Ditmas Park,Brooklyn,11226.0,Kings,NY,USA,1,11226,2101,True,2101 CHURCH & FLATBUSH PHARMACY LLC,HEALTHCARE
130,PHARMACY,"211 MCLEAN AVE. PHARMACY, INC.",MCLEAN AVE PHARMACY,"211 MCLEAN AVE YONKERS, NY 10705-0000",39026,2021-09-23,2021-09-23,2024-08-31,,39270.0,,,,True,1.0,1.0,40.91303,-73.88999,"211 McLean Ave, Yonkers, NY 10705, United States",211,McLean Ave,Park Hills,Yonkers,10705.0,Westchester,NY,USA,1,10705,211,True,211 MCLEAN AVE PHARMACY INC,INDEPENDENT
134,PHARMACY,"2121 MAIN STREET PHARMACY, INC.",,"25 GARDENVILLE PARKWAY WEST SENECA, NY 14224-0000",20979,1991-06-20,2016-07-01,2018-05-11,TRANSFER,,,,,False,1.0,1.0,42.86481,-78.75517,"25 Gardenville Pkwy W, Buffalo, NY 14224, United States",25,Gardenville Pkwy W,,Buffalo,14224.0,Erie,NY,USA,1,14224,2121,True,2121 MAIN STREET PHARMACY INC,INDEPENDENT
137,PHARMACY,21ST CENTURY PHARMACY INC.,,"96-05 57TH AVE. CORONA, NY 11368-0000",32283,2013-10-02,2019-10-01,2022-09-30,,50930.0,,,,True,1.0,1.0,40.7370704,-73.8648056,"96-05 57th Ave, Corona, NY 11368, United States",96-05,57th Ave,Corona,Corona,11368.0,Queens,NY,USA,1,11368,21ST,True,21ST CENTURY PHARMACY INC,INDEPENDENT
139,PHARMACY,2205 HEALTH INC,MEDLAND PHARMACY,"1871 86TH STREET BROOKLYN, NY 11214-0000",38924,2021-07-08,2021-07-08,2024-06-30,,56966.0,,,,True,1.0,1.0,40.60634,-74.0008,"1871 86th St, Brooklyn, NY 11214, United States",1871,86th St,Bensonhurst,Brooklyn,11214.0,Kings,NY,USA,1,11214,2205,True,2205 HEALTH INC,INDEPENDENT
140,PHARMACY,222 CHELSEA PHARMACY INC,BIO CARE PHARMACY,"222 8TH AVE. NEW YORK, NY 10011-1610",35559,2017-06-23,2020-06-01,2021-12-20,TRANSFER,,,39242,HEALTHLINE PHARMACY INC./ BIO CARE PHARMACY,False,1.0,1.0,40.7441443,-73.9991167,"222 8th Ave, New York, NY 10011, United States",222,8th Ave,Chelsea,New York,10011.0,New York,NY,USA,1,10011,222,True,222 CHELSEA PHARMACY INC,INDEPENDENT
141,PHARMACY,222 JAMAICA DRUG LLC,BOCA PHARMACY,"221-21 JAMAICA AVE. QUEENS VILLAGE, NY 11428-2015",34857,2016-08-22,2016-08-22,2019-07-31,,,Type :  PHARMACY             Legal Name :  222 JAMAICA DRUG LLC                               Trade Name :  BOCA PHARMACY                                      Street Address :   221-21 JAMAICA AVE.,,,False,1.0,1.0,40.7204,-73.73269,"221-21 Jamaica Ave, Queens Village, NY 11428, United States",221-21,Jamaica Ave,Queens Village,Queens Village,11428.0,Queens,NY,USA,1,11428,222,True,222 JAMAICA DRUG LLC,INDEPENDENT
143,PHARMACY,222 JAMAICA ECONOMY DRUG INC.,ECONOMY DRUG STORE,"221-21 JAMAICA AVE. QUEENS VILLAGE, NY 11428-0000",22153,1994-07-20,2016-08-01,2016-08-22,TRANSFER,,,34857,222 JAMAICA DRUG LLC/ BOCA PHARMACY,False,1.0,1.0,40.7204,-73.73269,"221-21 Jamaica Ave, Queens Village, NY 11428, United States",221-21,Jamaica Ave,Queens Village,Queens Village,11428.0,Queens,NY,USA,1,11428,222,True,222 JAMAICA ECONOMY DRUG INC,INDEPENDENT
148,PHARMACY,2355 2ND AVE CORP.,QUICK RX,"2355 2ND AVENUE NEW YORK, NY 10035-0000",28194,2007-02-01,2019-02-01,2020-11-10,TRANSFER,,,38283,2355 2ND AVE NYS LLC/ QUICK RX,False,1.0,1.0,40.8001,-73.93573,"2355 2nd Ave, New York, NY 10035, United States",2355,2nd Ave,East Harlem,New York,10035.0,New York,NY,USA,1,10035,2355,True,2355 2ND AVE CORP,INDEPENDENT
149,PHARMACY,2355 2ND AVE NYS LLC,QUICK RX,"2355 2ND AVE NEW YORK, NY 10035-0000",38283,2020-11-10,2020-11-10,2023-10-31,,47922.0,,,,True,1.0,1.0,40.8001,-73.93573,"2355 2nd Ave, New York, NY 10035, United States",2355,2nd Ave,East Harlem,New York,10035.0,New York,NY,USA,1,10035,2355,True,2355 2ND AVE NYS LLC,INDEPENDENT
153,PHARMACY,255 COLUMBUS AVENUE CORPORATION,WESTSIDE PHARMACY,"255 COLUMBUS AVE. NEW YORK, NY 10023-0000",15922,1977-08-30,2019-09-01,2022-08-31,,27755.0,,,,True,1.0,1.0,40.77711,-73.9788,"255 Columbus Ave, New York, NY 10023, United States",255,Columbus Ave,Lincoln Square,New York,10023.0,New York,NY,USA,1,10023,255,True,255 COLUMBUS AVENUE CORPORATION,INDEPENDENT
155,PHARMACY,27 AUDUBON PHARMACY CORP.,QUICK RX,"27 AUDUBON AVE NEW YORK, NY 10032-0000",29811,2009-12-02,2015-12-01,2018-02-28,DISCONTINUED,,,,,False,1.0,1.0,40.83962,-73.93882,"27 Audubon Ave, New York, NY 10032, United States",27,Audubon Ave,Washington Heights South,New York,10032.0,New York,NY,USA,1,10032,27,True,27 AUDUBON PHARMACY CORP,INDEPENDENT
156,PHARMACY,27 BROADWAY DRUGS INC.,SUBA PHARMACEUTICAL,"2721 BROADWAY NEW YORK, NY 10025-0000",19014,1986-03-20,2022-04-01,2022-04-29,DISCONTINUED,,,,,False,1.0,1.0,40.79999,-73.96842,"2721 Broadway, New York, NY 10025, United States",2721,Broadway,Upper West Side,New York,10025.0,New York,NY,USA,1,10025,27,True,27 BROADWAY DRUGS INC,INDEPENDENT
157,PHARMACY,"2702 THIRD AVENUE PHARMACY, INC.",,"2702 THIRD AVE. BRONX, NY 10454-0000",15533,1976-08-01,2005-01-01,2005-06-21,TRANSFER,,,27162,PSK RX INC./ THIRD AVE PHARMACY,False,1.0,1.0,40.81354,-73.92215,"2702 3rd Ave, Bronx, NY 10454, United States",2702,3rd Ave,Mott Haven,Bronx,10454.0,Bronx,NY,USA,1,10454,2702,True,2702 THIRD AVENUE PHARMACY INC,INDEPENDENT
158,PHARMACY,272 DRUG CORP.,VAL-U DRUGS,"4623 CHURCH AVE. BROOKLYN, NY 11203-0000",17632,1982-12-21,2020-01-01,2022-12-31,,29613.0,,,,True,1.0,1.0,40.65172,-73.93349,"4623 Church Ave, Brooklyn, NY 11203, United States",4623,Church Ave,East Flatbush,Brooklyn,11203.0,Kings,NY,USA,1,11203,272,True,272 DRUG CORP,INDEPENDENT
160,PHARMACY,274 BRIGHTON BEACH DRUG INC.,PHARMACY EXPRESS,"274 BRIGHTON BEACH AVE BROKKLYN, NY 11235-7411",35024,2016-12-14,2019-12-01,2022-11-30,,63006.0,,,,True,1.0,1.0,40.57673,-73.96476,"274 Brighton Beach Ave, Brooklyn, NY 11235, United States",274,Brighton Beach Ave,Brighton Beach,Brooklyn,11235.0,Kings,NY,USA,1,11235,274,True,274 BRIGHTON BEACH DRUG INC,INDEPENDENT
162,PHARMACY,278 PHARMACY INC.,,"27 EAST BROADWAY NEW YORK, NY 10002-0000",33945,2015-09-23,2021-09-01,2024-08-31,,66194.0,,,,True,1.0,1.0,40.7134,-73.99673,"27 E Broadway, New York, NY 10002, United States",27,E Broadway,Chinatown,New York,10002.0,New York,NY,USA,1,10002,278,True,278 PHARMACY INC,INDEPENDENT
164,PHARMACY,28 PHARMACY INC.,,"136-63 41 AVE. 1ST FLR. FLUSHING, NY 11355-0000",38708,2021-04-22,2021-04-22,2024-03-31,,,,,,True,1.0,1.0,40.75925,-73.82732,"136-63 41st Ave, Flushing, NY 11355, United States",136-63,41st Ave,Downtown Flushing,Flushing,11355.0,Queens,NY,USA,1,11355,28,True,28 PHARMACY INC,INDEPENDENT
165,PHARMACY,"2818 FULTON STREET PHARMACY, INC.",FULTON PHARMACY,"2818 FULTON STREET BROOKLYN, NY 11207-0000",28392,2007-08-28,2019-08-01,2022-07-31,,47049.0,,,,True,1.0,1.0,40.6781,-73.89054,"2818 Fulton St, Brooklyn, NY 11207, United States",2818,Fulton St,Cypress Hills,Brooklyn,11207.0,Kings,NY,USA,1,11207,2818,True,2818 FULTON STREET PHARMACY INC,INDEPENDENT
167,PHARMACY,2ND AVE RX LLC,DRUG STOP PHARMACY,"2062 2ND AVE. NEW YORK, NY 10029-4704",36518,2018-04-10,2021-04-01,2021-10-08,TRANSFER,,,38813,DRUG STOP PHARMACY CORP./ DRUG STOP PHARMACY,False,1.0,1.0,40.7904,-73.94237,"2062 2nd Ave, New York, NY 10029, United States",2062,2nd Ave,East Harlem,New York,10029.0,New York,NY,USA,1,10029,2ND,True,2ND AVE RX LLC,INDEPENDENT
170,PHARMACY,2R DRUG CORP.,SUNRISE PHARMACY,"111-21 JAMAICA AVE. RICHMOND HILL, NY 11418-0000",21557,1993-03-17,2022-04-01,2025-03-31,,36605.0,,,,True,1.0,1.0,40.69743,-73.83674,"111-21 Jamaica Ave, Richmond Hill, NY 11418, United States",111-21,Jamaica Ave,Richmond Hill,Richmond Hill,11418.0,Queens,NY,USA,1,11418,2R,True,2R DRUG CORP,INDEPENDENT
171,PHARMACY,3 GEM PHARMACY INC.,,"1398 GRAND CONCOURSE BRONX, NY 10456-1220",35106,2016-12-14,2016-12-14,2019-03-12,TRANSFER,,,37238,GRAND DRUGS INC/ 3 GEM PHARMACY,False,1.0,1.0,40.83841,-73.9136,"1398 Grand Concourse, Bronx, NY 10456, United States",1398,Grand Concourse,East Concourse-Concourse Village,Bronx,10456.0,Bronx,NY,USA,1,10456,3,True,3 GEM PHARMACY INC,INDEPENDENT
173,PHARMACY,3 W 137 PHARMACY & MEDICAL SUPPLY  INC.,FAMILY PHARMACY,"3 WEST 137 STREET STORE 2 NEW YORK, NY 10037-0000",28317,2007-04-25,2013-04-01,2013-07-26,TRANSFER,,,,,False,1.0,1.0,40.8143,-73.93704,"3 W 137th St, New York, NY 10037, United States",3,W 137th St,Harlem,New York,10037.0,New York,NY,USA,1,10037,3,True,3 W 137 PHARMACY & MEDICAL SUPPLY INC,INDEPENDENT
174,PHARMACY,"3-9 DRUGS, INC.",FARMACIA CENTRAL,"102 NAGLE AVE. NEW YORK, NY 10040-0000",17397,1982-03-05,2007-04-01,2009-09-01,DISCONTINUED,,,,,False,1.0,1.0,40.86085,-73.92722,"102 Nagle Ave, New York, NY 10040, United States",102,Nagle Ave,Washington Heights North,New York,10040.0,New York,NY,USA,1,10040,9-Mar,True,3-9 DRUGS INC,INDEPENDENT
176,PHARMACY,"30 ROCKNE RD., INC.",IVYLEA DRUGS,"2446 ELMWOOD AVE KENMORE, NY 14217-0000",16062,1978-02-15,2007-03-01,2008-07-29,TRANSFER,,,28936,"IVYLEA PHARMACY, INC./ IVYLEA PHARMACY",False,1.0,1.0,42.96389,-78.87906,"2446 Elmwood Ave, Kenmore, NY 14217, United States",2446,Elmwood Ave,,Kenmore,14217.0,Erie,NY,USA,1,14217,30,True,30 ROCKNE RD INC,INDEPENDENT
180,PHARMACY,30TH AVENUE PHARMACY INC.,,"35-06 30TH AVENUE ASTORIA, NY 11103-4623",34410,2016-03-31,2022-03-01,2025-02-28,,60143.0,,,,True,1.0,1.0,40.76506,-73.91808,"35-06 30th Ave, Astoria, NY 11103, United States",35-06,30th Ave,Astoria,Astoria,11103.0,Queens,NY,USA,1,11103,30TH,True,30TH AVENUE PHARMACY INC,INDEPENDENT
181,PHARMACY,311 PHARMACY CORP.,HEIDI PHARMACY,"522 WEST 181ST STREET NEW YORK, NY 10033-0000",26599,2004-04-02,2010-05-01,2013-01-25,TRANSFER,,,31700,HEIDI PHARMACY INC./ HEIDI PHARMACY,False,1.0,1.0,40.84855,-73.93224,"522 W 181st St, New York, NY 10033, United States",522,W 181st St,Washington Heights North,New York,10033.0,New York,NY,USA,1,10033,311,True,311 PHARMACY CORP,INDEPENDENT
182,PHARMACY,3110 CUIDAMED PHARMACY INC.,FARMACIA CUIDA RX MED PHARMACY,"3110 THIRD AVE. BRONX, NY 10451-0000",31804,2013-06-19,2016-06-01,2018-10-31,TRANSFER,,,36573,CUIDAMED RX INC./ CUIDAMED PHARMACY,False,1.0,1.0,40.82192,-73.91157,"3110 3rd Ave, Bronx, NY 10451, United States",3110,3rd Ave,Melrose South-Mott Haven North,Bronx,10451.0,Bronx,NY,USA,1,10451,3110,True,3110 CUIDAMED PHARMACY INC,INDEPENDENT
184,PHARMACY,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1063,"1860 WALT WHITMAN RD. SUITE 700 MELVILLE, NY 11747-0000",27550,2006-01-31,2021-01-01,2023-12-31,,,,,,True,1.0,1.0,40.76892,-73.42608,"1860 Walt Whitman Rd, Melville, NY 11747, United States",1860,Walt Whitman Rd,Melville,Melville,11747.0,Suffolk,NY,USA,1,11747,31ST,True,31ST & 3RD PHARMACY INC,INDEPENDENT
185,PHARMACY,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1069,"307 WEST 38TH ST STE 05-013 NEW YORK, NY 10018-0000",39343,2022-04-27,2022-04-27,2025-03-31,,,,,,True,1.0,1.0,40.75505,-73.99216,"307 W 38th St, New York, NY 10018, United States",307,W 38th St,Garment District,New York,10018.0,New York,NY,USA,1,10018,31ST,True,31ST & 3RD PHARMACY INC,INDEPENDENT
186,PHARMACY,32 PROCTOR PHARMACY INC.,PROCTOR PHARMACY,"32 GRAMATAN AVENUE MT. VERNON, NY 10550-0000",31166,2012-04-25,2018-04-01,2019-05-09,DISCONTINUED,,,,,False,1.0,1.0,40.9128187,-73.8374479,"32 Gramatan Ave, Mt Vernon, NY 10550, United States",32,Gramatan Ave,North Side,Mt Vernon,10550.0,Westchester,NY,USA,1,10550,32,True,32 PROCTOR PHARMACY INC,INDEPENDENT
187,PHARMACY,32-24 DRUG CORP.,ATHENA'S PHARMACY,"32-84 STEINWAY ST. ASTORIA, NY 11103-4006",31325,2012-06-06,2021-06-01,2024-05-31,,63674.0,,,,True,1.0,1.0,40.757,-73.92092,"32-84 Steinway St, Astoria, NY 11103, United States",32-84,Steinway St,Astoria,Astoria,11103.0,Queens,NY,USA,1,11103,32-24,True,32-24 DRUG CORP,INDEPENDENT
190,PHARMACY,3340 BROADWAY PHARMACY #2 INC.,,"3621 BROADWAY NEW YORK, NY 10031-0000",27032,2005-02-25,2017-02-01,2017-11-27,DISCONTINUED,,,,,False,1.0,1.0,40.82923,-73.94874,"3621 Broadway, New York, NY 10031, United States",3621,Broadway,Harlem,New York,10031.0,New York,NY,USA,1,10031,3340,True,3340 BROADWAY PHARMACY #2 INC,INDEPENDENT
191,PHARMACY,"3340 BROADWAY PHARMACY, INC.",,"3340 BROADWAY NEW YORK, NY 10031-0000",22629,1995-08-23,2013-09-01,2014-12-03,DISCONTINUED,,,,,False,1.0,1.0,40.82031,-73.95461,"3340 Broadway, New York, NY 10031, United States",3340,Broadway,Hamilton Heights,New York,10031.0,New York,NY,USA,1,10031,3340,True,3340 BROADWAY PHARMACY INC,INDEPENDENT
197,PHARMACY,343 DRUG MART INC.,ISLAND DRUGS & SURGICALS,"343 WANTAGH AVE. LEVITTOWN, NY 11756-0000",18348,1984-11-05,2005-01-01,2007-05-29,DISCONTINUED,,,,,False,1.0,1.0,40.7158825,-73.5002588,"343 Wantagh Ave, Levittown, NY 11756, United States",343,Wantagh Ave,,Levittown,11756.0,Nassau,NY,USA,1,11756,343,True,343 DRUG MART INC,INDEPENDENT
199,PHARMACY,35 VALLEY AVE LLC,AHMA RX,"35 VALLEY AVE SUITE A ELMSFORD, NY 10523-3001",37579,2019-08-12,2019-08-12,2022-07-31,,,,,,True,1.0,1.0,41.05364,-73.82265,"35 Valley Ave, Elmsford, NY 10523, United States",35,Valley Ave,,Elmsford,10523.0,Westchester,NY,USA,1,10523,35,True,35 VALLEY AVE LLC,INDEPENDENT
200,PHARMACY,"353 EMPIRE PHARMACY, INC.",WELLPHA,"505 UNION AVE. BROOKLYN, NY 11211-1395",13282,2071-03-24,2022-04-01,2025-03-31,,50468.0,,,,True,1.0,1.0,40.71573,-73.95202,"505 Union Ave, Brooklyn, NY 11211, United States",505,Union Ave,Greenpoint,Brooklyn,11211.0,Kings,NY,USA,1,11211,353,True,353 EMPIRE PHARMACY INC,INDEPENDENT
201,PHARMACY,360 KNICKER CORP.,QUICK RX,"360 KNICKERBOCKER AVE BROOKLYN, NY 11237-0000",28449,2007-06-18,2007-06-18,2010-05-19,TRANSFER,,,29954,TJD ASSOCIATES INC./ CATHERINE'S APOTHECARY,False,1.0,1.0,40.70066,-73.92184,"360 Knickerbocker Ave, Brooklyn, NY 11237, United States",360,Knickerbocker Ave,Bushwick,Brooklyn,11237.0,Kings,NY,USA,1,11237,360,True,360 KNICKER CORP,INDEPENDENT
202,PHARMACY,37-17 UNION PHARMACY CORPORATION,UNION PHARMACY,"36-32 UNION STREET FLUSHING, NY 11354-0000",26628,2004-05-24,2022-05-01,2025-04-30,,51244.0,,,,True,1.0,1.0,40.76279,-73.82803,"36-32 Union St, Flushing, NY 11354, United States",36-32,Union St,Downtown Flushing,Flushing,11354.0,Queens,NY,USA,1,11354,37-17,True,37-17 UNION PHARMACY CORPORATION,INDEPENDENT
