type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name
PHARMACY,"2121 MAIN PRESCRIPTION CENTER, INC.",HAMBURG MAIN PRESCRIPTION CENTER,"206 LAKE ST. HAMBURG, NY 14075-0000",21498,12/21/92,Not on file,1/8/93,DISCONTINUED,,,,
PHARMACY,"2121 MAIN STREET PHARMACY, INC.",,"25 GARDENVILLE PARKWAY WEST SENECA, NY 14224-0000",20979,6/20/91,7/1/16,5/11/18,TRANSFER,,,,
PHARMACY,215-22 73RD. AVE. INC.,STEWART DRUGS,"215-22 73RD. AVE. BAYSIDE, NY 11364-0000",19656,11/15/89,Not on file,6/26/95,DISCONTINUED,,,,
PHARMACY,2191 PHARMACY INC.,,"2191 THIRD AVE. NEW YORK, NY 10035-0000",21922,12/9/93,Not on file,11/14/94,DISCONTINUED,,,,
PHARMACY,21ST CENTURY PHARMACY INC.,,"96-05 57TH AVE. CORONA, NY 11368-0000",32283,10/2/13,10/1/19,9/30/22,,50930,,,
PHARMACY,2201 BROADWAY INC.,APTHORP PHARMACY,"2201 BROADWAY NEW YORK, NY 10024-0000",14503,2/1/74,Not on file,2/2/93,TRANSFER,,,21514,R.G. DRUG CORP./ APTHORP PHARMACY
PHARMACY,2205 HEALTH INC,MEDLAND PHARMACY,"1871 86TH STREET BROOKLYN, NY 11214-0000",38924,7/8/21,7/8/21,6/30/24,,56966,,,
PHARMACY,222 CHELSEA PHARMACY INC,BIO CARE PHARMACY,"222 8TH AVE. NEW YORK, NY 10011-1610",35559,6/23/17,6/1/20,12/20/21,TRANSFER,,,39242,HEALTHLINE PHARMACY INC./ BIO CARE PHARMACY
PHARMACY,222 JAMAICA DRUG LLC,BOCA PHARMACY,"221-21 JAMAICA AVE. QUEENS VILLAGE, NY 11428-2015",34857,8/22/16,8/22/16,7/31/19,,,Type :  PHARMACY             Legal Name :  222 JAMAICA DRUG LLC                               Trade Name :  BOCA PHARMACY                                      Street Address :   221-21 JAMAICA AVE.,,
PHARMACY,222 JAMAICA ECONOMY DRUG INC.,ECONOMY DRUG,"221-21 JAMAICA AVE. QUEENS VILLAGE, NY 11428-0000",17459,5/19/82,Not on file,8/2/93,TRANSFER,,,21700,"AMP PHARMACY, INC./ ECONOMY DRUG STORE"
PHARMACY,222 JAMAICA ECONOMY DRUG INC.,ECONOMY DRUG STORE,"221-21 JAMAICA AVE. QUEENS VILLAGE, NY 11428-0000",22153,7/20/94,8/1/16,8/22/16,TRANSFER,,,34857,222 JAMAICA DRUG LLC/ BOCA PHARMACY
PHARMACY,224 HIGHLAND PARKWAY INC.,BUFFALO PHARMACIES,"224 HIGHLAND PKWY. BUFFALO, NY 14223-0000",19324,12/3/86,Not on file,3/5/93,TRANSFER,,,21601,BUFFALO PHARMACIES INC./ HIGHLAND PHARMACY
PHARMACY,2258 PHARMACY INC.,,"2258 THIRD AVE. NEW YORK, NY 10035-0000",24517,10/27/99,Not on file,3/13/02,TRANSFER,,,25212,EASTBORO PHARMACY INC.
PHARMACY,"227 NINTH AVENUE PHARMACY, INC.",LONDON TERRACE PHARMACY,"227 NINTH AVE. NEW YORK, NY 10011-0000",17646,1/4/83,Not on file,9/29/00,TRANSFER,,,24849,NAMDOR INC./ GRISTEDE'S
PHARMACY,235 BEACH 20TH ST. PHARMACY INC.,WAVE CREST DRUGS,"235 BEACH 20TH ST. FAR ROCKAWAY, NY 11691-0000",17512,7/23/82,Not on file,11/8/93,DISCONTINUED,,,,
PHARMACY,2355 2ND AVE CORP.,QUICK RX,"2355 2ND AVENUE NEW YORK, NY 10035-0000",28194,2/1/07,2/1/19,11/10/20,TRANSFER,,,38283,2355 2ND AVE NYS LLC/ QUICK RX
PHARMACY,2355 2ND AVE NYS LLC,QUICK RX,"2355 2ND AVE NEW YORK, NY 10035-0000",38283,11/10/20,11/10/20,10/31/23,,47922,,,
PHARMACY,236 WILLIS AVE. PHARMACY CORP.,WILLIS PHARMACY,"236 WILLIS AVENUE BRONX, NY 10454-0000",20129,3/3/89,Not on file,8/29/91,DISCONTINUED,,,,
PHARMACY,237 UTICA AVE. PHARMACY INC.,RONSON DRUG,"237 UTICA AVE. BROOKLYN, NY 11213-0000",15765,2/10/77,Not on file,10/15/97,DISCONTINUED,,,,
PHARMACY,"2548 LINDEN BLVD. PHARMACY, INC.",,"2548 LINDEN BLVD. BROOKLYN, NY 11208-0000",18511,3/18/85,Not on file,12/31/91,DISCONTINUED,,,,
PHARMACY,255 COLUMBUS AVENUE CORPORATION,WESTSIDE PHARMACY,"255 COLUMBUS AVE. NEW YORK, NY 10023-0000",15922,8/30/77,9/1/19,8/31/22,,27755,,,
PHARMACY,26 SANDY PHARMACY INC.,,"26 WEST BURNSIDE AVE. BRONX, NY 10453-0000",20033,12/12/88,Not on file,7/1/95,TRANSFER,,,22462,"K & JJ PHARMACY, INC."
PHARMACY,27 AUDUBON PHARMACY CORP.,QUICK RX,"27 AUDUBON AVE NEW YORK, NY 10032-0000",29811,12/2/09,12/1/15,2/28/18,DISCONTINUED,,,,
PHARMACY,27 BROADWAY DRUGS INC.,SUBA PHARMACEUTICAL,"2721 BROADWAY NEW YORK, NY 10025-0000",19014,3/20/86,4/1/22,4/29/22,DISCONTINUED,,,,
PHARMACY,"2702 THIRD AVENUE PHARMACY, INC.",,"2702 THIRD AVE. BRONX, NY 10454-0000",15533,8/1/76,1/1/05,6/21/05,TRANSFER,,,27162,PSK RX INC./ THIRD AVE PHARMACY
PHARMACY,272 DRUG CORP.,VAL-U DRUGS,"4623 CHURCH AVE. BROOKLYN, NY 11203-0000",17632,12/21/82,1/1/20,12/31/22,,29613,,,
PHARMACY,2734 CAREL CHEMISTS INC.,HYLAN PRESCRIPTION CENTER,"2734 HYLAN BLVD. STATEN ISLAND, NY 10306-0000",20267,9/19/89,Not on file,4/27/98,DISCONTINUED,,,,
PHARMACY,274 BRIGHTON BEACH DRUG INC.,PHARMACY EXPRESS,"274 BRIGHTON BEACH AVE BROKKLYN, NY 11235-7411",35024,12/14/16,12/1/19,11/30/22,,63006,,,
PHARMACY,"276 WEST 125TH STREET CO., INC.",,"276 W. 125TH ST. NEW YORK, NY 10027-0000",11341,6/20/66,Not on file,10/12/94,TRANSFER,,,22282,"RITE AID OF NEW YORK, INC."
PHARMACY,278 PHARMACY INC.,,"27 EAST BROADWAY NEW YORK, NY 10002-0000",33945,9/23/15,9/1/21,8/31/24,,66194,,,
PHARMACY,278 WILSON DRUG CORP.,,"278 WILSON AVENUE BROOKLYN, NY 11237-0000",18832,10/18/85,Not on file,5/8/87,DISCONTINUED,,,,
PHARMACY,28 PHARMACY INC.,,"136-63 41 AVE. 1ST FLR. FLUSHING, NY 11355-0000",38708,4/22/21,4/22/21,3/31/24,,,,,
PHARMACY,"2818 FULTON STREET PHARMACY, INC.",FULTON PHARMACY,"2818 FULTON STREET BROOKLYN, NY 11207-0000",28392,8/28/07,8/1/19,7/31/22,,47049,,,
PHARMACY,2950 DRUG CORP.,,"2950 HEMPSTEAD TURNPIKE LEVITTOWN, NY 11756-0000",20226,6/2/89,Not on file,3/12/99,TRANSFER,,,24306,"RITE AID OF NEW YORK, INC."
PHARMACY,2ND AVE RX LLC,DRUG STOP PHARMACY,"2062 2ND AVE. NEW YORK, NY 10029-4704",36518,4/10/18,4/1/21,10/8/21,TRANSFER,,,38813,DRUG STOP PHARMACY CORP./ DRUG STOP PHARMACY
PHARMACY,2ND AVE. DRUGS INC.,,"2240 2ND AVENUE NEW YORK, NY 10029-0000",20059,12/13/88,Not on file,7/25/91,DISCONTINUED,,,,
PHARMACY,2ND AVENUE FARMACIA INC.,,"54-14 2ND AVE. BROOKLYN, NY 11220-0000",19135,6/5/86,Not on file,11/28/88,DISCONTINUED,,,,
PHARMACY,2R DRUG CORP.,SUNRISE PHARMACY,"111-21 JAMAICA AVE. RICHMOND HILL, NY 11418-0000",21557,3/17/93,4/1/22,3/31/25,,36605,,,
PHARMACY,3 GEM PHARMACY INC.,,"1398 GRAND CONCOURSE BRONX, NY 10456-1220",35106,12/14/16,12/14/16,3/12/19,TRANSFER,,,37238,GRAND DRUGS INC/ 3 GEM PHARMACY
PHARMACY,3 RIVERS PHARMACY INC.,TRI-R NEIGHBORHOOD PHARMACY,"3 RIVERS SHOPPING MALL RTE 57 PHOENIX, NY 13135-0000",16075,3/3/78,Not on file,11/5/97,DISCONTINUED,,,,
PHARMACY,3 W 137 PHARMACY & MEDICAL SUPPLY  INC.,FAMILY PHARMACY,"3 WEST 137 STREET STORE 2 NEW YORK, NY 10037-0000",28317,4/25/07,4/1/13,7/26/13,TRANSFER,,,,
PHARMACY,"3-9 DRUGS, INC.",FARMACIA CENTRAL,"102 NAGLE AVE. NEW YORK, NY 10040-0000",17397,3/5/82,4/1/07,9/1/09,DISCONTINUED,,,,
PHARMACY,3-R PHARMACY INC,RUDMAN'S PHARMACY,"189-19 JAMAICA AVE. HOLLIS, NY 11423-0000",17677,2/17/83,Not on file,1/30/88,DISCONTINUED,,,,
PHARMACY,"30 ROCKNE RD., INC.",IVYLEA DRUGS,"2446 ELMWOOD AVE KENMORE, NY 14217-0000",16062,2/15/78,3/1/07,7/29/08,TRANSFER,,,28936,"IVYLEA PHARMACY, INC./ IVYLEA PHARMACY"
PHARMACY,304 ENTERPRISES CORP.,,"304 EAST 110TH ST. NEW YORK, NY 10029-0000",19402,3/23/87,Not on file,5/22/92,DISCONTINUED,,,,
PHARMACY,3049 DRUG CORP.,SUPRA DRUG,"3049-51 OCEAN PKWY. BROOKLYN, NY 11235-0000",19118,5/16/86,Not on file,6/10/00,DISCONTINUED,,,,
PHARMACY,306 SUMNER PHARMACY INC.,,"306 SUMNER AVE. BROOKLYN, NY 11221-0000",18269,9/5/84,Not on file,12/8/93,DISCONTINUED,,,,
PHARMACY,30TH AVENUE PHARMACY INC.,,"35-06 30TH AVENUE ASTORIA, NY 11103-4623",34410,3/31/16,3/1/22,2/28/25,,60143,,,
PHARMACY,311 PHARMACY CORP.,HEIDI PHARMACY,"522 WEST 181ST STREET NEW YORK, NY 10033-0000",26599,4/2/04,5/1/10,1/25/13,TRANSFER,,,31700,HEIDI PHARMACY INC./ HEIDI PHARMACY
PHARMACY,3110 CUIDAMED PHARMACY INC.,FARMACIA CUIDA RX MED PHARMACY,"3110 THIRD AVE. BRONX, NY 10451-0000",31804,6/19/13,6/1/16,10/31/18,TRANSFER,,,36573,CUIDAMED RX INC./ CUIDAMED PHARMACY
PHARMACY,3112 MERMAID DRUG & SURGICAL SUPPLY CORP.,,"3112 MERMAID AVE. BROOKLYN, NY 11224-0000",14621,6/20/74,Not on file,4/6/93,DISCONTINUED,,,,
PHARMACY,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1063,"1860 WALT WHITMAN RD. SUITE 700 MELVILLE, NY 11747-0000",27550,1/31/06,1/1/21,12/31/23,,,,,
PHARMACY,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1069,"307 WEST 38TH ST STE 05-013 NEW YORK, NY 10018-0000",39343,4/27/22,4/27/22,3/31/25,,,,,
PHARMACY,32 PROCTOR PHARMACY INC.,PROCTOR PHARMACY,"32 GRAMATAN AVENUE MT. VERNON, NY 10550-0000",31166,4/25/12,4/1/18,5/9/19,DISCONTINUED,,,,
PHARMACY,32-24 DRUG CORP.,ATHENA'S PHARMACY,"32-84 STEINWAY ST. ASTORIA, NY 11103-4006",31325,6/6/12,6/1/21,5/31/24,,63674,,,
PHARMACY,"331 PENN SUTTER PHARMACY, INC.",,"642 SUTTER AVE. BROOKLYN, NY 11207-0000",18297,9/26/84,Not on file,10/5/95,TRANSFER,,,22567,JOYMA ENTERPRISE INC./ PENN-SUTTER PHARMACY
PHARMACY,333 SWAN STREET INC.,BUFFALO PHARMACIES,"333 SWAN STREET BUFFALO, NY 14204-0000",19306,11/24/86,Not on file,3/5/93,TRANSFER,,,21602,BUFFALO PHARMACIES INC.
PHARMACY,3340 BROADWAY PHARMACY #2 INC.,,"3621 BROADWAY NEW YORK, NY 10031-0000",27032,2/25/05,2/1/17,11/27/17,DISCONTINUED,,,,
PHARMACY,"3340 BROADWAY PHARMACY, INC.",,"3340 BROADWAY NEW YORK, NY 10031-0000",22629,8/23/95,9/1/13,12/3/14,DISCONTINUED,,,,
PHARMACY,335 RX CORP.,,"335 GRAHAM AVENUE BROOKLYN, NY 11211-0000",24280,5/7/99,Not on file,4/8/02,TRANSFER,,,25240,GRAHAM RX. CORP./ CITY CHEMIST
PHARMACY,336 BROADWAY PHARMACY CORP.,,"336 BROADWAY NEW YORK, NY 10013-0000",25335,5/7/02,Not on file,5/9/03,DISCONTINUED,,,,
PHARMACY,336 EAST 86TH STREET PHARMACY CORP,PRICE PHARMACY,"336 EAST 86TH STREET NEW YORK, NY 10028-0000",23801,9/30/98,Not on file,4/19/01,DISCONTINUED,,,,
PHARMACY,34-02 DRUG CORP.,PETER'S PHARMACY,"34-02 30TH AVE. LONG ISLAND CITY, NY 11103-0000",16398,4/5/79,Not on file,10/24/88,DISCONTINUED,,,,
PHARMACY,341 DRUG COMPANY INC.,,"341 KNICKERBOCKER AVE. BROOKLYN, NY 11237-0000",18677,6/25/85,Not on file,1/19/95,DISCONTINUED,,,,
PHARMACY,343 DRUG MART INC.,ISLAND DRUGS & SURGICALS,"343 WANTAGH AVE. LEVITTOWN, NY 11756-0000",18348,11/5/84,1/1/05,5/29/07,DISCONTINUED,,,,
PHARMACY,343 PHARMACY INC,GRAMERCY PHARMACY,"369 1ST AVE. NEW YORK, NY 10010-0000",16200,7/20/78,Not on file,3/31/89,DISCONTINUED,,,,
PHARMACY,35 VALLEY AVE LLC,AHMA RX,"35 VALLEY AVE SUITE A ELMSFORD, NY 10523-3001",37579,8/12/19,8/12/19,7/31/22,,,,,
PHARMACY,"353 EMPIRE PHARMACY, INC.",WELLPHA,"505 UNION AVE. BROOKLYN, NY 11211-1395",13282,3/24/71,4/1/22,3/31/25,,50468,,,
PHARMACY,360 KNICKER CORP.,QUICK RX,"360 KNICKERBOCKER AVE BROOKLYN, NY 11237-0000",28449,6/18/07,6/18/07,5/19/10,TRANSFER,,,29954,TJD ASSOCIATES INC./ CATHERINE'S APOTHECARY
PHARMACY,37-17 UNION PHARMACY CORPORATION,UNION PHARMACY,"36-32 UNION STREET FLUSHING, NY 11354-0000",26628,5/24/04,5/1/22,4/30/25,,51244,,,
PHARMACY,370 PHARMACY CORP.,PROHEALTH PHARMACY,"370 LEXINGTON AVE. NEW YORK, NY 10017-0000",28883,5/21/08,5/1/17,4/16/19,DISCONTINUED,,,,
PHARMACY,379 PLAZA DRUG & SURGICAL SUPPLY CORP.,PLAZA DRUG & SURGICAL SUPPLY,"381B NESCONSET PORT JEFFERSON HIGHWAY HAUPPAUGE, NY 11788-0000",20193,4/21/89,Not on file,7/7/93,DISCONTINUED,,,,
PHARMACY,37TH AVE. PHARMACY INC.,,"95-07 ROOSEVELT AVE JACKSON HEIGHTS, NY 11372-0000",32780,5/5/14,5/1/20,4/30/23,,43335,,,
PHARMACY,3817 BROADWAY PHARMACY INC.,VIM DRUGS,"3835 BROADWAY NEW YORK, NY 10032-0000",21013,12/26/91,1/1/14,11/5/15,TRANSFER,,,33977,PRO RX INC./ VIM DRUGS
PHARMACY,"3817 BROADWAY PHARMACY, INC.",MORGAN PHARMACY,"11 EDWARD MORGAN PL. NEW YORK, NY 10032-0000",22940,7/11/96,Not on file,4/1/98,DISCONTINUED,,,,
PHARMACY,3839 PHARMACY INC.,,"3839 BROADWAY NEW YORK,, NY 10032-0000",17274,10/8/81,Not on file,1/28/91,DISCONTINUED,,,,
PHARMACY,384 NOSTRAND PHARMACY INC.,,"384 NOSTRAND AVE. BROOKLYN, NY 11216-0000",18867,11/13/85,Not on file,12/15/89,DISCONTINUED,,,,
PHARMACY,385 KNICKERBOCKER DRUG CORP.,,"385 KNICKERBOCKER AVE. BROOKLYN, NY 11237-0000",18271,9/5/84,Not on file,5/1/91,DISCONTINUED,,,,
PHARMACY,"3890 BROADWAY PHARMACY IV, INC",,"3898 BROADWAY NEW YORK, NY 10032-0000",27458,9/30/05,9/1/08,4/15/09,DISCONTINUED,,,,
PHARMACY,3906 PHARMACY INC.,MEDICAL ARTS II PHARMACY,"3906 13TH AVE. BROOKLYN, NY 11218-0000",18894,11/29/85,Not on file,3/20/95,DISCONTINUED,,,,
PHARMACY,"3921 9TH AVE. PHARMACY, INC.",,"3921 NINTH AVE. BROOKLYN, NY 11232-0000",22891,5/23/96,6/1/13,4/16/14,TRANSFER,,,32681,PHILLIPS PHARMACY INC./ PHILLIPS PHARMACY
PHARMACY,395 BROADWAY CORP,BROADWAY VARIETY DRUGS,"395 BROADWAY BROOKLYN, NY 11211-0000",15040,4/1/75,Not on file,6/28/88,DISCONTINUED,,,,
PHARMACY,39TH STREET PHARMACY INC.,39TH STREET PHARMACY,"3902 16TH AVE. BROOKLYN, NY 11218-0000",31509,10/10/12,10/1/21,9/30/24,,47730,,,
PHARMACY,3RD AVENUE CHEMISTS INC.,,"3216 3RD AVE STORE #2 BRONX, NY 10451-0000",39251,5/6/22,5/6/22,4/30/25,,,Type :  PHARMACY             Legal Name :  3RD AVENUE CHEMISTS INC.                           Trade Name :  Street Address :   3216 3RD AVE,,
PHARMACY,3RD AVENUE M & N PHARMACY INC.,,"2240 THIRD AVENUE NEW YORK, NY 10035-0000",19562,10/8/87,Not on file,4/8/91,TRANSFER,,,20872,HENI PHARMACY INC./ M & N PHARMACY
PHARMACY,"405 86TH ST. PHARMACY, INC.",GLOBE DRUG STORE,"405 86TH ST. BROOKLYN, NY 11209-0000",8536,2/11/60,3/1/22,2/28/25,,41015,,,
PHARMACY,405 STONE AVE. PHARMACY CORP.,BROOKLYN CENTRAL PHARMACY,"397 MOTHERGASTON BLVD. BROOKLYN, NY 11212-0000",19574,10/13/87,Not on file,11/30/00,TRANSFER,,,24812,KINGS CENTRAL PHARMACY INC./ KINGS PHARMACY
PHARMACY,"407 GRAND STREET PHARMACY, INC.",LEVITT PHARMACY,"407 GRAND STREET NEW YORK, NY 10002-0000",17523,8/3/82,Not on file,4/7/03,TRANSFER,,,25667,"KARNABY CHEMISTS, INC./ LEVITT PHARMACY"
PHARMACY,41 AVENUE PHARMACY LLC.,AA RX PHARMACY,"136-33 37TH AVENUE UNIT 1A FLUSHING, NY 11354-0000",31475,9/6/12,9/1/21,8/31/24,,,,,
PHARMACY,418 AVENUE P PHARMACEUTICAL CORP.,COMMUNITY CHEMISTS,"418 AVENUE P BROOKLYN, NY 11223-0000",21535,1/19/93,Not on file,2/26/97,TRANSFER,,,23187,"OCEAN PHARMACY SERVICES, INC./ COMMUNITY CHEMISTS"
PHARMACY,"4180 BROADWAY HEALTH & BEAUTY AIDS, INC.",ST. JESUS PHARMACY,"4180 BROADWAY NEW YORK, NY 10033-0000",18836,10/23/85,Not on file,5/13/96,TRANSFER,,,22847,"AMI PHARMACY, INC./ ST. JESUS PHARMACY"
PHARMACY,42 LAKE RD. PHARMACY CORP.,CONGERS DRUGS,"42 LAKE RD. W. CONGERS, NY 10920-0000",22634,9/12/95,Not on file,11/28/97,DISCONTINUED,,,,
PHARMACY,420 2ND AVE DRUG CORP.,HALPERN PHARMACY,"331 E. 23RD. ST. NEW YORK, NY 10010-0000",22924,8/6/96,9/1/19,8/31/22,,36984,,,
PHARMACY,424 NEIGHBORHOOD PHARMACY INC.,,"424 SUTTER AVE. STORE #4 BROOKLYN, NY 11212-0000",26463,4/2/04,5/1/22,4/30/25,,,,,
PHARMACY,4402 DRUG CORP.,RX UNLIMITED,"4402 13TH AVE. BROOKLYN, NY 11219-0000",22681,1/26/96,Not on file,12/31/98,TRANSFER,,,24162,DUANE READE
PHARMACY,45 LUDLOW PHARMACY & SURGICAL SUPPLIES CORP,THE MEDICINE CABINET PHARMACY 3,"45 LUDLOW ST YONKERS, NY 10705-0000",32143,8/28/13,8/1/19,7/31/22,,60036,,,
PHARMACY,451 3RD AVENUE DRUG CORP.,"CORNER DRUG STORE, THE","451 THIRD AVE. NEW YORK, NY 10016-0000",21407,10/1/92,1/1/05,1/31/06,TRANSFER,,,27550,31ST & 3RD PHARMACY INC./ AVITA PHARMACY 1063
PHARMACY,459 PHARMACY CORP.,GARDEN COURT PHARMACY,"459 86TH ST. BROOKLYN, NY 11209-0000",22780,12/12/95,Not on file,7/3/96,TRANSFER,,,22942,MS PHARMACY INC./ GARDEN COURT PHARMACY
PHARMACY,47 MAIN STREET PHARMACY INC.,GREENFIELD PHARMACY,"47 MAIN STREET PORT WASHINGTON, NY 11050-0000",15465,3/31/76,Not on file,9/7/99,DISCONTINUED,,,,
PHARMACY,"475 NEW LOTS AVENUE PHARMACY, INC.",N.L. CLINIC PHARMACY,"475 NEW LOTS AVENUE BROOKLYN, NY 11207-0000",27218,8/11/05,8/1/14,3/16/15,TRANSFER,,,33428,NL PHARMACY LLC/ NEW LOTS PHARMACY
PHARMACY,475 PHARMACY CORP.,MC LEAN PHARMACY,"642 B MC LEAN AVE. YONKERS, NY 10705-0000",16925,11/3/80,12/1/10,12/10/10,DISCONTINUED,,,,
PHARMACY,"47TH STREET ENTERPRISE, LLC",EXPRESSWAY PHARMACY,"4620 THIRD AVENUE BROOKLYN, NY 11220-0000",32141,7/30/13,7/1/19,10/1/19,DISCONTINUED,,,,
PHARMACY,"4800 BEAR ROAD OPERATING COMPANY, LLC.",,"4800 BEAR ROAD LIVERPOOL, NY 13088-4604",31933,8/6/13,8/1/19,7/31/22,,44896,,,
PHARMACY,4818 DRUG CORP.,,"4818 5TH AVE. BROOKLYN, NY 11220-0000",17191,7/21/81,Not on file,7/9/90,DISCONTINUED,,,,
PHARMACY,"493 NEWBRIDGE RD., INC.",STAR PHARMACY,"493 NEWBRIDGE ROAD EAST MEADOW, NY 11554-0000",19591,11/6/87,Not on file,6/7/88,TRANSFER,,,19854,"STAR PHARMACY OF EAST MEADOW, INCORPORATED/ STAR PHARMACY"
PHARMACY,4TH AVE DRUG STORE INC,,"26 SOUTH 4TH AVE. MOUNT VERNON, NY 10550-0000",37098,2/8/19,2/1/22,1/31/25,,50572,,,
PHARMACY,"4TH AVENUE PHARMACY, INC.",4TH AVENUE PHARMACY,"5002 4TH AVE. BROOKLYN, NY 11220-0000",32368,12/31/13,12/1/19,11/30/22,,33113,,,
PHARMACY,50 OCEANA PHARMACY CORP.,OCEANA PHARMACY,"3211 CONEY ISLAND AVE. BROOKLYN, NY 11235-7058",36680,6/15/18,6/1/21,5/31/24,,62785,,,
PHARMACY,"500 NOSTRAND PHARMACY, INC.",BEVERLY PHARMACY,"500 NOSTRAND AVE. BROOKLYN, NY 11216-2008",15113,8/16/75,Not on file,9/26/95,DISCONTINUED,,,,
PHARMACY,5001 CHURCH AVE. PHARMACY INC.,SILVER ROD DRUGS,"5001 CHURCH AVE. BROOKLYN, NY 11203-0000",19156,6/30/86,Not on file,6/13/90,TRANSFER,,,20652,SHANTI PHARMACY CORP./ SILVER ROD PHARMACY
PHARMACY,5003 8TH AVENUE PHARMACY CORP.,8TH AVENUE FAMILY PHARMACY,"5003 8TH AVE. BROOKLYN, NY 11219-0000",19575,10/13/87,Not on file,4/1/88,DISCONTINUED,,,,
PHARMACY,510 FULTON AVE CORP.,BEST CHOICE PHARMACY,"510 FULTON AVE. HEMPSTEAD, NY 11550-0000",30880,9/27/11,9/1/17,2/27/19,DISCONTINUED,,,,
PHARMACY,5124 DRUG CORP.,PARKER & MEGNA,"5124 FIFTH AVE. BROOKLYN, NY 11220-0000",15027,5/1/75,Not on file,9/17/91,TRANSFER,,,21046,SHADNAM INC./ PARKER & MEGNA PHARMACY
PHARMACY,513 CENTRAL AVE. PHARMACY CORP.,,"517 CENTRAL AVE. MASSAPEQUA, NY 11758-0000",20175,3/21/89,Not on file,2/7/92,DISCONTINUED,,,,
PHARMACY,513 HENRY STREET DRUG CORP.,,"513 HENRY ST. BROOKLYN, NY 11231-3038",15579,9/1/76,Not on file,4/26/04,DISCONTINUED,,,,
PHARMACY,514 WILLIS AVE PHARMACY CORP.,BOCA PHARMACY,"514 WILLIS AVENUE BRONX, NY 10455-4028",32158,8/28/13,8/1/16,8/10/18,TRANSFER,,,36714,514 WILLIS AVENUE DRUG CORP/ BOCA PHARMACY
PHARMACY,514 WILLIS AVENUE DRUG CORP,BOCA PHARMACY,"514 WILLIS AVENUE BRONX, NY 10455-0000",36714,8/10/18,8/10/18,7/18/19,TRANSFER,,,37582,WILLIS PHARMACY INC/ BOCA PHARAMCY
PHARMACY,520 FRANKLIN AVENUE PHARMACY INC.,,"520 FRANKLIN AVE. SUITE 103 GARDEN CITY, NY 11530-0000",33760,11/27/15,11/27/15,8/6/18,DISCONTINUED,,,,
PHARMACY,523 PHARMACY CORP.,,"523 MALCOLM X BLVD NEW YORK, NY 10037-0000",33786,8/18/15,8/1/18,3/4/19,TRANSFER,,,37291,"MY PHARMACY, INC."
PHARMACY,5247 BROADWAY DRUGS INC.,DRUG MART,"5203A BROADWAY BRONX, NY 10463-0000",22921,1/6/97,2/1/22,1/31/25,,43548,,,
PHARMACY,"529 BEACH ST. PHARMACY, INC.",VISTA PHARMACY,"529 BEACH 20TH ST. FAR ROCKAWAY, NY 11691-0000",16115,5/2/78,Not on file,5/15/90,TRANSFER,,,20618,JPR PHARMACY INC./ VISTA PHARMACY
PHARMACY,53 PHARMACY INC.,,"5315 8TH AVE. BROOKLYN, NY 11220-0000",35913,12/4/17,12/1/20,11/30/23,,62274,,,
PHARMACY,531 PHARMACY INC.,,"210 E. 116TH ST. * NEW YORK, NY 10029-0000",22088,5/4/94,Not on file,2/13/02,TRANSFER,,,,
PHARMACY,5407 PHARMACY INC.,LUTHERAN PHARMACY,"5407 2ND AVE. BROOKLYN, NY 11220-2669",35562,7/11/17,7/1/20,6/30/23,,56760,,,
PHARMACY,543 LENOX CORP.,PALACE PHARMACY,"543 LENOX AVE. NEW YORK, NY 10037-0000",32856,7/16/14,7/16/14,3/15/17,TRANSFER,,,35324,NORMANDY2 INC./ PALACE PHARMACY
PHARMACY,545 COLUMBUS AVENUE CORP.,BRS APOTHECARY LTD.,"545 COLUMBUS AVE. NEW YORK, NY 10024-0000",21671,7/7/93,Not on file,5/31/96,DISCONTINUED,,,,
PHARMACY,55 WATER STREET DRUG CORP.,,"55 WATER ST. NEW YORK, NY 10004-0000",14561,4/21/74,Not on file,5/18/90,DISCONTINUED,,,,
PHARMACY,550 NORTH AVE. INC.,GRABEL'S PHARMACY,"550 NORTH AVE. NEW ROCHELLE, NY 10801-0000",22756,12/5/95,Not on file,12/30/99,DISCONTINUED,,,,
PHARMACY,"5775 MAELOU DRIVE OPERATING COMPANY, LLC.",,"5775 MAELOU DRIVE HAMBURG, NY 14075-7419",31934,8/6/13,8/1/22,7/31/25,,44928,,,
PHARMACY,58 E. 116TH ST. PHARMACY OF NEW YORK INC.,,"58 E. 116TH ST. NEW YORK, NY 10029-0000",18779,9/9/85,Not on file,12/31/86,DISCONTINUED,,,,
PHARMACY,585 MAIN ST. PHARMACY INC.,ISLIP DRUGS,"585 MAIN ST. ISLIP, NY 11751-0000",20057,12/12/88,Not on file,10/21/93,TRANSFER,,,21883,METRO ISLIP PHARMACY INC./ ISLIP DRUGS
PHARMACY,"58TH STREET PHARMACY, INC.",TOWN DRUG AND SURGICAL,"428 WEST 59TH STREET NEW YORK, NY 10019-0000",20261,7/14/89,8/1/19,2/23/22,DISCONTINUED,,,,
PHARMACY,59 ST PHARMACY INC.,,"5816 4TH AVE. BROOKLYN, NY 11220-0000",32821,6/19/14,6/1/17,12/12/18,TRANSFER,,,37033,59 STREET RX INC./ 59 ST PHARMACY
